locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBNEHJNM_03456	CDS	1287	rho	3.6.4.-	COG1158	Transcription termination factor Rho
MBNEHJNM_03457	CDS	966	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
MBNEHJNM_03458	CDS	1290	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
MBNEHJNM_03459	CDS	639	tal	2.2.1.2	COG0176	Transaldolase
MBNEHJNM_03460	CDS	858	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
MBNEHJNM_03461	CDS	375	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
MBNEHJNM_03462	CDS	522				hypothetical protein
MBNEHJNM_03463	CDS	1608	pyrG	6.3.4.2		CTP synthase
MBNEHJNM_03464	CDS	528	rpoE		COG3343	DNA-directed RNA polymerase subunit delta
MBNEHJNM_03465	CDS	2109	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
MBNEHJNM_03466	CDS	1200	clsB		COG1502	Minor cardiolipin synthase ClsB
MBNEHJNM_03467	CDS	963	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
MBNEHJNM_03468	CDS	273				hypothetical protein
MBNEHJNM_03469	CDS	1725		3.6.3.-		Putative multidrug export ATP-binding/permease protein
MBNEHJNM_03470	CDS	1566	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
MBNEHJNM_03471	CDS	630				hypothetical protein
MBNEHJNM_03472	CDS	672	narX_1	1.7.99.4		Nitrate reductase-like protein NarX
MBNEHJNM_03473	CDS	558	narX_2	1.7.99.4		Nitrate reductase-like protein NarX
MBNEHJNM_03474	CDS	1464	narH	1.7.99.4	COG1140	Respiratory nitrate reductase 1 beta chain
MBNEHJNM_03475	CDS	3687	narG	1.7.99.4	COG5013	Respiratory nitrate reductase 1 alpha chain
MBNEHJNM_03476	CDS	477	arfM			putative transcription regulator ArfM
MBNEHJNM_03477	CDS	720				hypothetical protein
MBNEHJNM_03478	CDS	717	fnr		COG0664	Anaerobic regulatory protein
MBNEHJNM_03479	CDS	1191	narT		COG2223	putative nitrate transporter NarT
MBNEHJNM_03480	CDS	1671	argS	6.1.1.19		Arginine--tRNA ligase
MBNEHJNM_03481	CDS	429	ywiB		COG4506	putative beta-barrel protein YwiB
MBNEHJNM_03482	CDS	549	albG			Antilisterial bacteriocin subtilosin biosynthesis protein AlbG
MBNEHJNM_03483	CDS	1377	ywhK_1		COG3391	putative protein YwhK
MBNEHJNM_03484	CDS	1356	ywhK_2		COG3391	putative protein YwhK
MBNEHJNM_03485	CDS	1146	rapF_3	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
MBNEHJNM_03486	CDS	120	phrF			Phosphatase RapF inhibitor
MBNEHJNM_03487	CDS	204				hypothetical protein
MBNEHJNM_03488	CDS	204				hypothetical protein
MBNEHJNM_03489	CDS	186				hypothetical protein
MBNEHJNM_03490	CDS	282				hypothetical protein
MBNEHJNM_03491	CDS	498				hypothetical protein
MBNEHJNM_03492	CDS	540				hypothetical protein
MBNEHJNM_03493	CDS	219				hypothetical protein
MBNEHJNM_03494	CDS	873	speB	3.5.3.11	COG0010	Agmatinase
MBNEHJNM_03495	CDS	831	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
MBNEHJNM_03496	CDS	2073	pbpG		COG0744	Penicillin-binding protein 2D
MBNEHJNM_03497	CDS	432				hypothetical protein
MBNEHJNM_03498	CDS	519				hypothetical protein
MBNEHJNM_03499	CDS	660	rip2		COG1994	Putative zinc metalloprotease Rip2
MBNEHJNM_03500	CDS	189	ywhB	5.3.2.6	COG1942	2-hydroxymuconate tautomerase
MBNEHJNM_03501	CDS	420	yusO_6			putative HTH-type transcriptional regulator YusO
MBNEHJNM_03502	CDS	1383	yhdG_3		COG0531	putative amino acid permease YhdG
MBNEHJNM_03503	CDS	501				hypothetical protein
MBNEHJNM_03504	CDS	1302				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
MBNEHJNM_03505	CDS	225				hypothetical protein
MBNEHJNM_03506	CDS	774	rsfA_2			Prespore-specific transcriptional regulator RsfA
MBNEHJNM_03507	CDS	315				hypothetical protein
MBNEHJNM_03508	CDS	555				hypothetical protein
MBNEHJNM_03509	CDS	921		3.6.3.-	COG1131	Fluoroquinolones export ATP-binding protein
MBNEHJNM_03510	CDS	954				hypothetical protein
MBNEHJNM_03511	CDS	837				hypothetical protein
MBNEHJNM_03512	CDS	765				hypothetical protein
MBNEHJNM_03513	CDS	924				hypothetical protein
MBNEHJNM_03514	CDS	180				hypothetical protein
MBNEHJNM_03515	CDS	864	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
MBNEHJNM_03516	CDS	900	cysL_2		COG0583	HTH-type transcriptional regulator CysL
MBNEHJNM_03517	CDS	972				hypothetical protein
MBNEHJNM_03518	CDS	972	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
MBNEHJNM_03519	CDS	765		1.11.1.-	COG3253	Putative heme-dependent peroxidase
MBNEHJNM_03520	CDS	801	bacG	1.3.1.-	COG1028	NADPH-dependent reductase BacG
MBNEHJNM_03521	CDS	1200	bacF_2	2.6.1.-	COG0436	Transaminase BacF
MBNEHJNM_03522	CDS	1182	bacE_2			Putative bacilysin exporter BacE
MBNEHJNM_03523	CDS	1419	bacD	6.3.2.49		Alanine--anticapsin ligase
MBNEHJNM_03524	CDS	762	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MBNEHJNM_03525	CDS	711	bacB	5.3.3.19		H2HPP isomerase
MBNEHJNM_03526	CDS	615	bacA	4.1.1.100		Prephenate decarboxylase
MBNEHJNM_03527	CDS	1239	pbuE_3		COG2814	Purine efflux pump PbuE
MBNEHJNM_03528	CDS	1203	bcr_2			Bicyclomycin resistance protein
MBNEHJNM_03529	CDS	1419	rocC_2		COG0833	Amino-acid permease RocC
MBNEHJNM_03530	CDS	1683	rocB		COG4187	Protein RocB
MBNEHJNM_03531	CDS	1548	rocA	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase
MBNEHJNM_03532	CDS	1287	rocG	1.4.1.2	COG0334	Catabolic NAD-specific glutamate dehydrogenase RocG
MBNEHJNM_03533	CDS	936	walK_2	2.7.13.3		Sensor histidine kinase WalK
MBNEHJNM_03534	CDS	699	walR_2		COG0745	Transcriptional regulatory protein WalR
MBNEHJNM_03535	CDS	300				hypothetical protein
MBNEHJNM_03536	CDS	489				hypothetical protein
MBNEHJNM_03537	CDS	705				hypothetical protein
MBNEHJNM_03538	CDS	945	yxlF_6	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
MBNEHJNM_03539	CDS	456	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
MBNEHJNM_03540	CDS	849	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
MBNEHJNM_03541	CDS	948	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
MBNEHJNM_03542	CDS	738	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
MBNEHJNM_03543	CDS	1005	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MBNEHJNM_03544	CDS	741	kpsU	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
MBNEHJNM_03545	CDS	1122	spsE		COG2089	Spore coat polysaccharide biosynthesis protein SpsE
MBNEHJNM_03546	CDS	864	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
MBNEHJNM_03547	CDS	1170	arnB_2	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MBNEHJNM_03548	CDS	1425				hypothetical protein
MBNEHJNM_03549	CDS	771	spsA_2		COG0463	Spore coat polysaccharide biosynthesis protein SpsA
MBNEHJNM_03550	CDS	552	gerQ			Spore coat protein GerQ
MBNEHJNM_03551	CDS	372				hypothetical protein
MBNEHJNM_03552	CDS	1320	ywdJ		COG2233	Putative purine permease YwdJ
MBNEHJNM_03553	CDS	510	ywdI			putative protein YwdI
MBNEHJNM_03554	CDS	684	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
MBNEHJNM_03555	CDS	807		2.4.1.-		PGL/p-HBAD biosynthesis glycosyltransferase
MBNEHJNM_03556	CDS	528				hypothetical protein
MBNEHJNM_03557	CDS	636				hypothetical protein
MBNEHJNM_03558	CDS	339				hypothetical protein
MBNEHJNM_03559	CDS	813	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
MBNEHJNM_03560	CDS	240				hypothetical protein
MBNEHJNM_03561	CDS	1440	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
MBNEHJNM_03562	CDS	1383	sacX		COG1263	Negative regulator of SacY activity
MBNEHJNM_03563	CDS	831	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
MBNEHJNM_03564	CDS	315				hypothetical protein
MBNEHJNM_03565	CDS	2412	vpr	3.4.21.-	COG1404	Minor extracellular protease vpr
MBNEHJNM_03566	CDS	1002	luxA_4	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
MBNEHJNM_03567	CDS	333				hypothetical protein
MBNEHJNM_03568	CDS	729				hypothetical protein
MBNEHJNM_03569	CDS	750	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
MBNEHJNM_03570	CDS	1188	rodA	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
MBNEHJNM_03571	CDS	522	ysnE_2	2.3.1.-		putative N-acetyltransferase YsnE
MBNEHJNM_03572	CDS	261	ywcE			Spore morphogenesis and germination protein YwcE
MBNEHJNM_03573	CDS	369	qoxD	1.10.3.-		Quinol oxidase subunit 4
MBNEHJNM_03574	CDS	615	qoxC	1.10.3.-		Quinol oxidase subunit 3
MBNEHJNM_03575	CDS	1950	qoxB	1.10.3.-		Quinol oxidase subunit 1
MBNEHJNM_03576	CDS	966	qoxA	1.10.3.-		Quinol oxidase subunit 2
MBNEHJNM_03577	CDS	246				hypothetical protein
MBNEHJNM_03578	CDS	1542	galT_2	2.7.7.12		Galactose-1-phosphate uridylyltransferase
MBNEHJNM_03579	CDS	1185	galK_2	2.7.1.6	COG0153	Galactokinase
MBNEHJNM_03580	CDS	408				hypothetical protein
MBNEHJNM_03581	CDS	624	tetC_2			Transposon Tn10 TetC protein
MBNEHJNM_03582	CDS	162	slrA			Transcriptional regulator SlrA
MBNEHJNM_03583	CDS	681	ubiG	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
MBNEHJNM_03584	CDS	675				hypothetical protein
MBNEHJNM_03585	CDS	603				hypothetical protein
MBNEHJNM_03586	CDS	1257	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
MBNEHJNM_03587	CDS	675	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
MBNEHJNM_03588	CDS	819	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
MBNEHJNM_03589	CDS	909	cynR_1			HTH-type transcriptional regulator CynR
MBNEHJNM_03590	CDS	387				hypothetical protein
MBNEHJNM_03591	CDS	681	yohK		COG1346	Inner membrane protein YohK
MBNEHJNM_03592	CDS	195				hypothetical protein
MBNEHJNM_03593	CDS	762	mta		COG0789	HTH-type transcriptional activator mta
MBNEHJNM_03594	CDS	903				hypothetical protein
MBNEHJNM_03595	CDS	1188	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MBNEHJNM_03596	CDS	384	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
MBNEHJNM_03597	CDS	1335	licC_1		COG1455	Lichenan permease IIC component
MBNEHJNM_03598	CDS	1746	epr	3.4.21.-	COG1404	Minor extracellular protease Epr
MBNEHJNM_03599	CDS	861	gspA		COG1442	General stress protein A
MBNEHJNM_03600	CDS	633	ywaC	2.7.6.5	COG2357	GTP pyrophosphokinase YwaC
MBNEHJNM_03601	CDS	936	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
MBNEHJNM_03602	CDS	150				hypothetical protein
MBNEHJNM_03603	CDS	1512	dltA	6.2.1.-	COG1020	D-alanine--D-alanyl carrier protein ligase
MBNEHJNM_03604	CDS	1182	patA_3	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
MBNEHJNM_03605	CDS	237	dltC		COG0236	D-alanyl carrier protein
MBNEHJNM_03606	CDS	1179	dltD		COG3966	Protein DltD
MBNEHJNM_03607	CDS	1089	ilvK	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase 2
MBNEHJNM_03608	CDS	1329	licH	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
MBNEHJNM_03609	CDS	333	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
MBNEHJNM_03610	CDS	1359	licC_2		COG1455	Lichenan permease IIC component
MBNEHJNM_03611	CDS	309	licB	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
MBNEHJNM_03612	CDS	1956	licR		COG1762	putative licABCH operon regulator
MBNEHJNM_03613	CDS	591		3.2.2.-	COG2094	Putative 3-methyladenine DNA glycosylase
MBNEHJNM_03614	CDS	1029	feuB_3		COG0609	Iron-uptake system permease protein FeuB
MBNEHJNM_03615	CDS	1014	feuC_3		COG0609	Iron-uptake system permease protein FeuC
MBNEHJNM_03616	CDS	897	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
MBNEHJNM_03617	CDS	351	aseR		COG0640	HTH-type transcriptional repressor AseR
MBNEHJNM_03618	CDS	1299	arsB_2		COG1055	Arsenical pump membrane protein
MBNEHJNM_03619	CDS	312	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
MBNEHJNM_03620	CDS	318	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
MBNEHJNM_03621	CDS	1320	gmuC		COG1455	PTS system oligo-beta-mannoside-specific EIIC component
MBNEHJNM_03622	CDS	1401	gmuD	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
MBNEHJNM_03623	CDS	882	gmuE	2.7.1.4	COG1940	Putative fructokinase
MBNEHJNM_03624	CDS	945	gmuF	5.3.1.8	COG1482	putative mannose-6-phosphate isomerase GmuF
MBNEHJNM_03625	CDS	1083	gmuG	3.2.1.78	COG4124	Mannan endo-1,4-beta-mannosidase
MBNEHJNM_03626	CDS	1614	katA_2	1.11.1.6	COG0753	Catalase
MBNEHJNM_03627	CDS	987	yxeI		COG3049	putative protein YxeI
MBNEHJNM_03628	CDS	1359	pucI_2		COG1953	putative allantoin permease
MBNEHJNM_03629	CDS	831	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
MBNEHJNM_03630	CDS	1731			COG1132	putative ABC transporter ATP-binding protein
MBNEHJNM_03631	CDS	1704	cydD		COG4988	ATP-binding/permease protein CydD
MBNEHJNM_03632	CDS	1017	cydB	1.10.3.14	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
MBNEHJNM_03633	CDS	1407	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
MBNEHJNM_03634	CDS	1344	cimH		COG3493	Citrate/malate transporter
MBNEHJNM_03635	CDS	843	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
MBNEHJNM_03636	CDS	1101	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
MBNEHJNM_03637	CDS	894	lrp_2			Leucine-rich protein
MBNEHJNM_03638	CDS	837				hypothetical protein
MBNEHJNM_03639	CDS	639	yxkC			putative protein YxkC
MBNEHJNM_03640	CDS	1017	lnpD	5.1.3.2		UDP-glucose 4-epimerase
MBNEHJNM_03641	CDS	1233	pepT_2	3.4.11.4	COG2195	Peptidase T
MBNEHJNM_03642	CDS	117				hypothetical protein
MBNEHJNM_03643	CDS	168				hypothetical protein
MBNEHJNM_03644	CDS	477				hypothetical protein
MBNEHJNM_03645	CDS	1137	metE_2	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MBNEHJNM_03646	CDS	882	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
MBNEHJNM_03647	CDS	1194	nupG		COG1972	Purine nucleoside transport protein NupG
MBNEHJNM_03648	CDS	675	pdaC_2	3.5.1.-	COG0726	Peptidoglycan-N-acetylmuramic acid deacetylase PdaC
MBNEHJNM_03649	CDS	309				hypothetical protein
MBNEHJNM_03650	CDS	2052	katE	1.11.1.6	COG0753	Catalase HPII
MBNEHJNM_03651	CDS	1281	citN		COG2851	Citrate transporter
MBNEHJNM_03652	CDS	732	bglS	3.2.1.73	COG2273	Beta-glucanase
MBNEHJNM_03653	CDS	828	licT		COG3711	Transcription antiterminator LicT
MBNEHJNM_03654	CDS	1248				hypothetical protein
MBNEHJNM_03655	CDS	1440	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MBNEHJNM_03656	CDS	375				hypothetical protein
MBNEHJNM_03657	CDS	336				hypothetical protein
MBNEHJNM_03658	CDS	366				hypothetical protein
MBNEHJNM_03659	CDS	462				hypothetical protein
MBNEHJNM_03660	CDS	480				hypothetical protein
MBNEHJNM_03661	CDS	408				hypothetical protein
MBNEHJNM_03662	CDS	411	wapI			Immunity protein WapI
MBNEHJNM_03663	CDS	447				hypothetical protein
MBNEHJNM_03664	CDS	1065	pelB	4.2.2.10	COG3866	Pectin lyase
MBNEHJNM_03665	CDS	912				hypothetical protein
MBNEHJNM_03666	CDS	447	teaD		COG0589	TRAP-T-associated universal stress protein TeaD
MBNEHJNM_03667	CDS	1398	bglH	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
MBNEHJNM_03668	CDS	1836	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
MBNEHJNM_03669	CDS	3132	radD	3.6.4.12	COG1061	Putative DNA repair helicase RadD
MBNEHJNM_03670	CDS	390	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
MBNEHJNM_03671	CDS	1407	abn2	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 2
MBNEHJNM_03672	CDS	447	hutP			Hut operon positive regulatory protein
MBNEHJNM_03673	CDS	1542	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
MBNEHJNM_03674	CDS	1665	hutU	4.2.1.49	COG2987	Urocanate hydratase
MBNEHJNM_03675	CDS	1266	hutI	3.5.2.7	COG1228	Imidazolonepropionase
MBNEHJNM_03676	CDS	951	hutG	3.5.3.8	COG0010	Formimidoylglutamase
MBNEHJNM_03677	CDS	1419	rocE_1		COG0833	Amino-acid permease RocE
MBNEHJNM_03678	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
MBNEHJNM_03679	CDS	1182	nupC		COG1972	Nucleoside permease NupC
MBNEHJNM_03680	CDS	669	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
MBNEHJNM_03681	CDS	942	deoR		COG2390	Deoxyribonucleoside regulator
MBNEHJNM_03682	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
MBNEHJNM_03683	CDS	525				hypothetical protein
MBNEHJNM_03684	CDS	393	yxeF			putative protein YxeF
MBNEHJNM_03685	CDS	387	yxeE			putative protein YxeE
MBNEHJNM_03686	CDS	366				hypothetical protein
MBNEHJNM_03687	CDS	261				hypothetical protein
MBNEHJNM_03688	CDS	168				hypothetical protein
MBNEHJNM_03689	CDS	963	yxeB		COG0614	Iron(3+)-hydroxamate-binding protein YxeB
MBNEHJNM_03690	CDS	333				hypothetical protein
MBNEHJNM_03691	CDS	729				hypothetical protein
MBNEHJNM_03692	CDS	348	yxeA		COG5294	putative protein YxeA
MBNEHJNM_03693	CDS	1869	yxdM			ABC transporter permease protein YxdM
MBNEHJNM_03694	CDS	774	yxdL		COG1136	ABC transporter ATP-binding protein YxdL
MBNEHJNM_03695	CDS	978	graS_3	2.7.13.3	COG0642	Sensor histidine kinase GraS
MBNEHJNM_03696	CDS	690	graR_3		COG0745	Response regulator protein GraR
MBNEHJNM_03697	CDS	1440	phoR_4	2.7.13.3		Phosphate regulon sensor protein PhoR
MBNEHJNM_03698	CDS	723	srrA_3		COG0745	Transcriptional regulatory protein SrrA
MBNEHJNM_03699	CDS	912	yxlF_7	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
MBNEHJNM_03700	CDS	759				hypothetical protein
MBNEHJNM_03701	CDS	735				hypothetical protein
MBNEHJNM_03702	CDS	873	iolJ	4.1.2.29	COG0191	6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase
MBNEHJNM_03703	CDS	843	iolI	5.3.99.11	COG1082	Inosose isomerase
MBNEHJNM_03704	CDS	870	iolE_1	4.2.1.44		Inosose dehydratase
MBNEHJNM_03705	CDS	1035	iolG	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MBNEHJNM_03706	CDS	1296	iolT_2			Major myo-inositol transporter IolT
MBNEHJNM_03707	CDS	897	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
MBNEHJNM_03708	CDS	1914	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
MBNEHJNM_03709	CDS	993	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
MBNEHJNM_03710	CDS	816	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
MBNEHJNM_03711	CDS	1464	iolA	1.2.1.-	COG1012	Malonate-semialdehyde dehydrogenase
MBNEHJNM_03712	CDS	756	srlR		COG1349	Glucitol operon repressor
MBNEHJNM_03713	CDS	933	iolS_3	1.1.1.-	COG0667	Aldo-keto reductase IolS
MBNEHJNM_03714	CDS	1389	csbC_2			putative metabolite transport protein CsbC
MBNEHJNM_03715	CDS	1881	htpG		COG0326	Chaperone protein HtpG
MBNEHJNM_03716	CDS	822	bacC_2	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MBNEHJNM_03717	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
MBNEHJNM_03718	CDS	1137	desK_2	2.7.13.3	COG4585	Sensor histidine kinase DesK
MBNEHJNM_03719	CDS	1050	des_2	1.14.19.-	COG3239	Fatty acid desaturase
MBNEHJNM_03720	CDS	1158	slmA			Nucleoid occlusion factor SlmA
MBNEHJNM_03721	CDS	1338	alkH	1.2.1.3		Aldehyde dehydrogenase
MBNEHJNM_03722	CDS	1248	yxaL		COG1520	putative protein YxaL
MBNEHJNM_03723	CDS	420				hypothetical protein
MBNEHJNM_03724	CDS	300				hypothetical protein
MBNEHJNM_03725	CDS	1167	pbuE_4		COG2814	Purine efflux pump PbuE
MBNEHJNM_03726	CDS	456				hypothetical protein
MBNEHJNM_03727	CDS	687				hypothetical protein
MBNEHJNM_03728	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MBNEHJNM_03729	CDS	1530	ahpF	1.6.99.3	COG3634	NADH dehydrogenase
MBNEHJNM_03730	CDS	1233	fic	2.7.7.-	COG3177	Adenosine monophosphate-protein transferase SoFic
MBNEHJNM_03731	CDS	1347	cycA		COG1113	D-serine/D-alanine/glycine transporter
MBNEHJNM_03732	CDS	1926	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
MBNEHJNM_03733	CDS	459	nicA	1.17.2.1	COG2080	Nicotinate dehydrogenase subunit A
MBNEHJNM_03734	CDS	843	ndhF	1.17.1.5		Nicotinate dehydrogenase FAD-subunit
MBNEHJNM_03735	CDS	2331	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
MBNEHJNM_03736	CDS	621	pucB		COG2068	Purine catabolism protein PucB
MBNEHJNM_03737	CDS	1017	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
MBNEHJNM_03738	CDS	1014			COG4129	putative protein
MBNEHJNM_03739	CDS	225				hypothetical protein
MBNEHJNM_03740	CDS	120				hypothetical protein
MBNEHJNM_03741	CDS	234				hypothetical protein
MBNEHJNM_03742	CDS	1974				hypothetical protein
MBNEHJNM_03743	CDS	507				hypothetical protein
MBNEHJNM_03744	CDS	1251				hypothetical protein
MBNEHJNM_03745	CDS	999				hypothetical protein
MBNEHJNM_03746	CDS	480	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MBNEHJNM_03747	CDS	171				hypothetical protein
MBNEHJNM_03748	CDS	171				hypothetical protein
MBNEHJNM_03749	CDS	1164				hypothetical protein
MBNEHJNM_03750	CDS	750				hypothetical protein
MBNEHJNM_03751	CDS	981	iolS_4	1.1.1.-	COG0667	Aldo-keto reductase IolS
MBNEHJNM_03752	CDS	474	yycN	2.3.1.-	COG0454	putative N-acetyltransferase YycN
MBNEHJNM_03753	CDS	135				hypothetical protein
MBNEHJNM_03754	CDS	1116	rapI_1	3.1.-.-		Response regulator aspartate phosphatase I
MBNEHJNM_03755	CDS	891	rocF	3.5.3.1	COG0010	Arginase
MBNEHJNM_03756	CDS	1401	rocE_2		COG0833	Amino-acid permease RocE
MBNEHJNM_03757	CDS	1206	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
MBNEHJNM_03758	CDS	1416	rocR_2		COG3829	Arginine utilization regulatory protein RocR
MBNEHJNM_03759	CDS	720				hypothetical protein
MBNEHJNM_03760	CDS	1626	ettA		COG0488	Energy-dependent translational throttle protein EttA
MBNEHJNM_03761	CDS	1191				hypothetical protein
MBNEHJNM_03762	CDS	1323				hypothetical protein
MBNEHJNM_03763	CDS	1005	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
MBNEHJNM_03764	CDS	1419	tcrY	2.7.13.3		putative sensor histidine kinase TcrY
MBNEHJNM_03765	CDS	210				hypothetical protein
MBNEHJNM_03766	CDS	1197	htrA_2	3.4.21.107	COG0265	Serine protease Do-like HtrA
MBNEHJNM_03767	CDS	795	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
MBNEHJNM_03768	CDS	840	yycI		COG4853	Two-component system WalR/WalK regulatory protein YycI
MBNEHJNM_03769	CDS	1359	yycH		COG4863	Two-component system WalR/WalK regulatory protein YycH
MBNEHJNM_03770	CDS	1836	walK_3	2.7.13.3		Sensor histidine kinase WalK
MBNEHJNM_03771	CDS	711	walR_3		COG0745	Transcriptional regulatory protein WalR
MBNEHJNM_03772	tRNA	74				tRNA-Phe(gaa)
MBNEHJNM_03773	tRNA	77				tRNA-Asp(gtc)
MBNEHJNM_03774	tRNA	74				tRNA-Glu(ttc)
MBNEHJNM_03775	tRNA	76				tRNA-Lys(ttt)
MBNEHJNM_03776	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MBNEHJNM_03777	CDS	414	yycE			putative protein YycE
MBNEHJNM_03778	CDS	1374	dnaC_2	3.6.4.12	COG0305	Replicative DNA helicase
MBNEHJNM_03779	CDS	198				hypothetical protein
MBNEHJNM_03780	CDS	210				hypothetical protein
MBNEHJNM_03781	CDS	144	yycC			putative protein YycC
MBNEHJNM_03782	CDS	264				hypothetical protein
MBNEHJNM_03783	CDS	1293	bshA_2	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
MBNEHJNM_03784	CDS	1056				hypothetical protein
MBNEHJNM_03785	CDS	1188		6.3.1.12		D-aspartate ligase
MBNEHJNM_03786	CDS	1335	mshA	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
